#cloud--camel--transamericamoon,#cloud--camel--henka-rl,#cloud--camel--cristianonicolai,#cloud--camel--chandra-h-bitd,#cloud--camel--phantomjinx,#cloud--jclouds--inbarsto,#cloud--camel--christian-posta,#cloud--camel--iliya-gr,#cloud--camel--sirlatrom,#cloud--camel--mmelko,#cloud--camel--DavidValeri,#cloud--camel--jkorab,#cloud--camel--ge0ffrey,#cloud--helix--zzhang5,#cloud--camel--hqstevenson,#cloud--camel--jstrachan,#cloud--camel--brmeyer,#cloud--camel--bonnetb,#cloud--camel--adessaigne
95.0,97.0,157.0,166.0,239.0,363.0,470.0,489.0,492.0,526.0,602.0,606.0,687.0,912.0,1282.0,2359.0,2677.0,2736.0,3051.0
0.3333333333333333,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.7777777777777778,0.2857142857142857,0.3333333333333333,0.5,0.4,0.47058823529411764,0.35714285714285715,0.2857142857142857,0.3837837837837838,0.32432432432432434,0.49458483754512633,1.1,0.2857142857142857,0.59375
0.3333333333333333,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.5555555555555556,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.38235294117647056,0.2857142857142857,0.2857142857142857,0.40540540540540543,0.2702702702702703,0.2967509025270758,0.4,0.2857142857142857,0.28125
