#network-server--cxf--cyrille-leclerc,#network-server--cayenne--const1993,#network-server--cxf--DavidValeri,#network-server--tomee--jgawor,#network-server--cayenne--ollybondareva,#network-server--felix--bobpaulin,#network-server--karaf--djencks,#network-server--cayenne--AlexKolonitsky,#network-server--karaf--maggu2810,#network-server--cxf--johnament,#network-server--cayenne--thinline72,#network-server--karaf--jstrachan,#network-server--cxf--TomasHofman,#network-server--karaf--janstey,#network-server--felix--gertv,#network-server--cxf--grgrzybek,#network-server--karaf--iocanel,#network-server--cxf--asoldano,#network-server--cxf--bimargulies,#network-server--felix--ffang,#network-server--felix--djencks,#network-server--cxf--elakito,#network-server--cayenne--dzmitryk,#network-server--felix--srs,#network-server--karaf--gertv,#network-server--cxf--WillemJiang,#network-server--karaf--chirino,#network-server--karaf--cschneider,#network-server--cxf--cschneider,#network-server--cayenne--johnthuss,#network-server--felix--gnodet,#network-server--karaf--gnodet,#network-server--karaf--splatch,#network-server--cxf--jimma,#network-server--karaf--ffang,#network-server--cxf--ffang,#network-server--mina-sshd--gnodet
134.0,233.0,260.0,260.0,272.0,309.0,351.0,421.0,490.0,572.0,885.0,1026.0,1140.0,1157.0,1291.0,1301.0,1406.0,1676.0,1746.0,1764.0,1882.0,1894.0,1964.0,2208.0,2217.0,2542.0,2806.0,2859.0,3279.0,3731.0,3914.0,4112.0,4322.0,4582.0,4874.0,5013.0,5088.0
0.2631578947368421,0.28888888888888886,1.0454545454545454,0.1875,0.4,0.36,0.5533980582524272,0.2631578947368421,0.3333333333333333,0.45161290322580644,0.19375,0.5,0.5,0.2830188679245283,0.2727272727272727,0.3076923076923077,0.46464646464646464,0.1875,0.3016759776536313,0.2222222222222222,0.680327868852459,0.19753086419753085,0.19463087248322147,0.3181818181818182,0.475,0.2868632707774799,0.4864864864864865,0.2510948905109489,0.3370473537604457,0.22666666666666666,0.18754745634016703,0.2182716049382716,0.41935483870967744,0.3888888888888889,0.21095890410958903,0.21070811744386875,0.37027379400260757
0.2631578947368421,0.24444444444444444,0.6363636363636364,0.16666666666666666,0.4,0.36,0.2912621359223301,0.21052631578947367,0.3333333333333333,0.2903225806451613,0.1875,0.2777777777777778,0.3333333333333333,0.24528301886792453,0.18181818181818182,0.3076923076923077,0.3939393939393939,0.1875,0.26256983240223464,0.2222222222222222,0.6775956284153005,0.24279835390946503,0.18120805369127516,0.20454545454545456,0.225,0.17158176943699732,0.2702702702702703,0.2,0.20891364902506965,0.22666666666666666,0.18147304479878512,0.21333333333333335,0.2903225806451613,0.3148148148148148,0.2219178082191781,0.17616580310880828,0.38722294654498046
