#build-management--maven--oehme,#build-management--archiva--ndeloof,#build-management--maven--bimargulies,#build-management--maven--atanasenko,#build-management--maven--mthmulders,#build-management--maven--mickaelistria,#build-management--maven--ChristianSchulte,#build-management--maven--bentmann,#build-management--maven--krosenvold,#build-management--archiva--oching,#build-management--maven--ifedorenko
105.0,213.0,352.0,396.0,688.0,1011.0,1105.0,1785.0,2058.0,2545.0,2675.0
0.3333333333333333,0.5263157894736842,0.7777777777777778,0.42857142857142855,0.2857142857142857,0.7,0.25925925925925924,0.18935729094678647,0.25862068965517243,0.215929203539823,0.2597402597402597
0.3333333333333333,0.47368421052631576,0.5555555555555556,0.2857142857142857,0.19047619047619047,0.7,0.18518518518518517,0.2957843814789219,0.1896551724137931,0.20176991150442478,0.2727272727272727
