#content--manifoldcf--rafaharo,#content--pdfbox--jahewson,#content--pdfbox--jukka,#content--pdfbox--jmaerki,#content--pdfbox--THausherr,#content--pdfbox--lehmi
1151.0,1547.0,1563.0,2123.0,3254.0,5109.0
0.23076923076923078,0.7165354330708661,0.6779661016949152,2.0,0.1321882001493652,0.5106679035250464
0.15384615384615385,0.41863517060367456,0.2542372881355932,0.3611111111111111,0.15474234503360718,0.35760667903525045
