#network-client--cxf--cyrille-leclerc,#network-client--cayenne--const1993,#network-client--cxf--DavidValeri,#network-client--cayenne--ollybondareva,#network-client--cayenne--AlexKolonitsky,#network-client--cxf--johnament,#network-client--httpcomponents-client--fxbonnet,#network-client--cxf--TomasHofman,#network-client--httpcomponents-client--rschmitt,#network-client--cxf--grgrzybek,#network-client--cxf--bimargulies,#network-client--cxf--elakito,#network-client--cayenne--dzmitryk,#network-client--cxf--cschneider,#network-client--cayenne--johnthuss,#network-client--cxf--jimma
134.0,233.0,260.0,272.0,421.0,572.0,637.0,1140.0,1300.0,1301.0,1746.0,1894.0,1964.0,3279.0,3731.0,4582.0
0.2631578947368421,0.28888888888888886,1.0454545454545454,0.4,0.2631578947368421,0.45161290322580644,0.5,0.5,0.25,0.3076923076923077,0.3016759776536313,0.19753086419753085,0.19463087248322147,0.3370473537604457,0.22666666666666666,0.3888888888888889
0.2631578947368421,0.24444444444444444,0.6363636363636364,0.4,0.21052631578947367,0.2903225806451613,0.4166666666666667,0.3333333333333333,0.25,0.3076923076923077,0.26256983240223464,0.24279835390946503,0.18120805369127516,0.20891364902506965,0.22666666666666666,0.3148148148148148
