#http--thrift--qinghui-xu,#http--thrift--bgould,#http--httpcomponents-client--fxbonnet,#http--thrift--belugabehr,#http--thrift--toddlipcon,#http--cocoon--jashaj,#http--httpcomponents-client--rschmitt,#http--httpcomponents-client--michael-o,#http--httpcomponents-client--sebbASF,#http--httpcomponents-client--ok2c
292.0,357.0,637.0,913.0,1103.0,1228.0,1300.0,2556.0,3438.0,6150.0
0.1,0.125,0.5,0.13793103448275862,0.2857142857142857,0.08333333333333333,0.25,0.1746031746031746,0.08941176470588236,0.1624390243902439
0.1,0.125,0.4166666666666667,0.10344827586206896,0.14285714285714285,0.08333333333333333,0.25,0.12698412698412698,0.12941176470588237,0.25609756097560976
