#library--commons-crypto--colinmjj,#library--commons-crypto--dongche,#library--commons-crypto--jerrychenhf,#library--commons-crypto--dianfu,#library--commons-crypto--JkSelf,#library--commons-crypto--winningsix,#library--commons-crypto--sundapeng,#library--commons-crypto--
0.020930232558139535,0.020930232558139535,0.05813953488372093,0.1186046511627907,0.1372093023255814,0.3302325581395349,0.38372093023255816,0.5558139534883721
0.5454545454545454,0.8333333333333334,0.65,1.5,0.4,0.46153846153846156,0.27956989247311825,0.2413793103448276
0.5454545454545454,0.6666666666666666,0.2,0.3333333333333333,0.2,0.34615384615384615,0.3010752688172043,0.2413793103448276
