#library--mahout--dweiss,#library--mahout--drewfarris,#library--mahout--adeneche,#library--mahout--MaineC,#library--mahout--jakemannix,#library--mahout--tdunning,#library--mahout--robinanil
0.0014358294676386127,0.01181798100287166,0.01811354097636404,0.019880715705765408,0.036779324055666,0.0583167660702452,0.09984537221117738
0.2857142857142857,0.4909090909090909,0.34285714285714286,0.40540540540540543,0.5373134328358209,0.2869198312236287,0.42857142857142855
0.5714285714285714,0.21818181818181817,0.2857142857142857,0.21621621621621623,0.47761194029850745,0.5021097046413502,0.3416149068322981
