#library--jclouds--kwart,#library--jclouds--omixon,#library--jclouds--inbarsto
0.0010406188213257484,0.0011446807034583232,0.0016303028200770058
0.4166666666666667,0.25,0.7777777777777778
0.4166666666666667,0.25,0.5555555555555556
