#library--commons-bsf--garydgregory,#library--commons-bsf--dependabot[bot],#library--commons-bsf--sebbASF,#library--commons-bsf--nhojpatrick,#library--commons-bsf--chtompki,#library--commons-bsf--markt-asf,#library--commons-bsf--ebourg,#library--commons-bsf--olamy,#library--commons-bsf--rahu1,#library--commons-bsf--hgschmie,#library--commons-bsf--
0,0,0,0,0,0,0,0,0,0,0.013986013986013986
