#library--commons-geometry--aherbert,#library--commons-geometry--sebbASF,#library--commons-geometry--garydgregory,#library--commons-geometry--arturobernalg,#library--commons-geometry--dependabot[bot],#library--commons-geometry--nhojpatrick,#library--commons-geometry--XenoAmess,#library--commons-geometry--khmarbaise,#library--commons-geometry--,#library--commons-geometry--darkma773r,#library--commons-geometry--singhbaljit,#library--commons-geometry--acid1103
0,0,0,0,0,0,0,0,0.016666666666666666,0.016877637130801686,0.11764705882352941,0.2
