#library--commons-text--dependabot[bot],#library--commons-text--sebbASF,#library--commons-text--darkma773r,#library--commons-text--fourAjeff,#library--commons-text--sebx59,#library--commons-text--dvmarcilio,#library--commons-text--CalebChristiansen,#library--commons-text--sullis,#library--commons-text--ali-ghanbari,#library--commons-text--fykidwai,#library--commons-text--bjmbing,#library--commons-text--ZhuGongpu,#library--commons-text--vesterstroem,#library--commons-text--XenoAmess,#library--commons-text--johanhammar,#library--commons-text--luksan47,#library--commons-text--now-raymond,#library--commons-text--amirhadadi,#library--commons-text--drajakumar,#library--commons-text--nkollar,#library--commons-text--nickwongwong,#library--commons-text--grimreaper,#library--commons-text--jmkeil,#library--commons-text--luciano-medallia,#library--commons-text--fajnydev,#library--commons-text--josteitv,#library--commons-text--aaabramov,#library--commons-text--ben12,#library--commons-text--ecki,#library--commons-text--britter,#library--commons-text--RayDeCampo,#library--commons-text--LeeAdcock,#library--commons-text--sampyash,#library--commons-text--eyala,#library--commons-text--tmackenzie,#library--commons-text--j--baker,#library--commons-text--PascalSchumacher,#library--commons-text--garydgregory,#library--commons-text--,#library--commons-text--kinow,#library--commons-text--chtompki,#library--commons-text--arturobernalg,#library--commons-text--aherbert,#library--commons-text--dmjones,#library--commons-text--ameyjadiye,#library--commons-text--saschaszott,#library--commons-text--sermojohn,#library--commons-text--CAPS50,#library--commons-text--yuji-k64613,#library--commons-text--jarst,#library--commons-text--TheRealHaui,#library--commons-text--bradleyrumball
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012738853503184714,0.016129032258064516,0.023166023166023165,0.03225806451612903,0.05027932960893855,0.0625,0.1,0.1,0.1282051282051282,0.2,0.3333333333333333,0.4,0.5,0.6666666666666666,0.75,2.0
