#library--bval--jeanouii,#library--bval--tandraschko,#library--bval--struberg,#library--bval--mnour,#library--bval--gmcdonald,#library--bval--matzew,#library--bval--mbenson,#library--bval--rmannibucau,#library--bval--simonetripodi,#library--bval--
0,0,0,0,0,0,0.037953795379537955,0.078125,0.10752688172043011,0.16161616161616163
