#library--commons-jexl--dependabot[bot],#library--commons-jexl--hussachai,#library--commons-jexl--YunLemon,#library--commons-jexl--nhojpatrick,#library--commons-jexl--XenoAmess,#library--commons-jexl--PascalSchumacher,#library--commons-jexl--kinow,#library--commons-jexl--chtompki,#library--commons-jexl--olamy,#library--commons-jexl--dennisl,#library--commons-jexl--mbenson,#library--commons-jexl--baahmi,#library--commons-jexl--mdiggory,#library--commons-jexl--YoavShapira,#library--commons-jexl--itstechupnorth,#library--commons-jexl--jvanzyl,#library--commons-jexl--,#library--commons-jexl--sebbASF,#library--commons-jexl--garydgregory,#library--commons-jexl--jstrachan,#library--commons-jexl--ebourg,#library--commons-jexl--rahu1,#library--commons-jexl--grobmeier,#library--commons-jexl--henrib,#library--commons-jexl--osi,#library--commons-jexl--csamak,#library--commons-jexl--dmitri-blinov
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011986301369863013,0.018779342723004695,0.02666666666666667,0.03225806451612903,0.03571428571428571,0.07216494845360824,0.07692307692307693,0.09655172413793103,0.10526315789473684,0.14285714285714285,0.4
