#library--commons-digester--sebbASF,#library--commons-digester--garydgregory,#library--commons-digester--chtompki,#library--commons-digester--olamy,#library--commons-digester--mbenson,#library--commons-digester--rahu1,#library--commons-digester--psteitz,#library--commons-digester--dennisl,#library--commons-digester--brettporter,#library--commons-digester--mdiggory,#library--commons-digester--YoavShapira,#library--commons-digester--jstrachan,#library--commons-digester--baahmi,#library--commons-digester--jvanzyl,#library--commons-digester--ted-husted,#library--commons-digester--,#library--commons-digester--simonetripodi,#library--commons-digester--itstechupnorth
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008988764044943821,0.00904977375565611,0.01935483870967742
