#library--commons-scxml--garydgregory,#library--commons-scxml--dependabot[bot],#library--commons-scxml--mureinik,#library--commons-scxml--mebigfatguy,#library--commons-scxml--chtompki,#library--commons-scxml--britter,#library--commons-scxml--ebourg,#library--commons-scxml--olamy,#library--commons-scxml--psteitz,#library--commons-scxml--mbenson,#library--commons-scxml--,#library--commons-scxml--sebbASF,#library--commons-scxml--rahu1,#library--commons-scxml--ate,#library--commons-scxml--woonsan,#library--commons-scxml--woonsanko
0,0,0,0,0,0,0,0,0,0,0.02666666666666667,0.0410958904109589,0.05277401894451962,0.0782122905027933,0.11764705882352941,1.0
