#library--directory-kerby--dependabot[bot],#library--directory-kerby--liujiayi771,#library--directory-kerby--TimoScheuer,#library--directory-kerby--wenxuanguan,#library--directory-kerby--plusplusjiajia,#library--directory-kerby--michael-o,#library--directory-kerby--dwalluck,#library--directory-kerby--bolkedebruin,#library--directory-kerby--jeep123,#library--directory-kerby--elecharny,#library--directory-kerby--coheigea,#library--directory-kerby--kayyagari,#library--directory-kerby--,#library--directory-kerby--seelmann,#library--directory-kerby--YaningX,#library--directory-kerby--HazelChen,#library--directory-kerby--farhan5900,#library--directory-kerby--ftarlao
0,0,0,0,0,0,0,0,0,0.05357142857142857,0.06371191135734072,0.07142857142857142,0.08143939393939394,0.09523809523809523,0.1111111111111111,0.2625,1.0,1.0
