#library--commons-ognl--garydgregory,#library--commons-ognl--sebbASF,#library--commons-ognl--,#library--commons-ognl--dependabot[bot],#library--commons-ognl--lukaszlenart,#library--commons-ognl--sullis,#library--commons-ognl--arturobernalg,#library--commons-ognl--nhojpatrick,#library--commons-ognl--chtompki,#library--commons-ognl--simonetripodi,#library--commons-ognl--mcucchiara,#library--commons-ognl--grobmeier,#library--commons-ognl--olamy
0,0,0,0,0,0,0,0,0,0.04827586206896552,0.16019417475728157,0.23809523809523808,0.24324324324324326
