#library--commons-imaging--dependabot[bot],#library--commons-imaging--arturobernalg,#library--commons-imaging--yavuzkavus,#library--commons-imaging--XenoAmess,#library--commons-imaging--gregsh,#library--commons-imaging--christoffer-rydberg-vntrs,#library--commons-imaging--mureinik,#library--commons-imaging--adorn,#library--commons-imaging--mgmechanics,#library--commons-imaging--pauldaustin,#library--commons-imaging--TheRealHaui,#library--commons-imaging--christoffer-rydberg,#library--commons-imaging--ricemery,#library--commons-imaging--ecki,#library--commons-imaging--DamjanJovanovic,#library--commons-imaging--mebigfatguy,#library--commons-imaging--PascalSchumacher,#library--commons-imaging--invalid-email-address,#library--commons-imaging--deroneriksson,#library--commons-imaging--chtompki,#library--commons-imaging--mbenson,#library--commons-imaging--olamy,#library--commons-imaging--cziegeler,#library--commons-imaging--jmaerki,#library--commons-imaging--britter,#library--commons-imaging--garydgregory,#library--commons-imaging--kinow,#library--commons-imaging--gwlucastrig,#library--commons-imaging--sebbASF,#library--commons-imaging--ebourg,#library--commons-imaging--,#library--commons-imaging--mgs255,#library--commons-imaging--aesy,#library--commons-imaging--netomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.021551724137931036,0.022388059701492536,0.04,0.046357615894039736,0.056818181818181816,0.0668103448275862,0.6666666666666666,1.0,1.0
