#library--commons-pool--dependabot[bot],#library--commons-pool--arturobernalg,#library--commons-pool--Cp-John,#library--commons-pool--jeremyk-91,#library--commons-pool--JSurf,#library--commons-pool--olamy,#library--commons-pool--scholzi100,#library--commons-pool--nickChenyx,#library--commons-pool--pengyunie,#library--commons-pool--emopers,#library--commons-pool--sazzad16,#library--commons-pool--ghatwala,#library--commons-pool--perlun,#library--commons-pool--LichKing-lee,#library--commons-pool--joshlandin,#library--commons-pool--liony,#library--commons-pool--graben,#library--commons-pool--sunsuk7tp,#library--commons-pool--wangyulin,#library--commons-pool--mcgitty,#library--commons-pool--PascalSchumacher,#library--commons-pool--invalid-email-address,#library--commons-pool--chtompki,#library--commons-pool--ecki,#library--commons-pool--netomi,#library--commons-pool--jochenw,#library--commons-pool--mbenson,#library--commons-pool--rahu1,#library--commons-pool--itstechupnorth,#library--commons-pool--baahmi,#library--commons-pool--mdiggory,#library--commons-pool--danielrall,#library--commons-pool--jvanzyl,#library--commons-pool--costinm,#library--commons-pool--,#library--commons-pool--simonetripodi,#library--commons-pool--sebbASF,#library--commons-pool--psteitz,#library--commons-pool--garydgregory,#library--commons-pool--markt-asf,#library--commons-pool--struberg,#library--commons-pool--jvz,#library--commons-pool--kinow,#library--commons-pool--mebigfatguy,#library--commons-pool--mswintermeyer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007122507122507123,0.0078125,0.016736401673640166,0.02349869451697128,0.028846153846153848,0.03017241379310345,0.2,0.25,0.5,0.5,1.0
