#library--commons-logging--dependabot[bot],#library--commons-logging--arturobernalg,#library--commons-logging--cardamon,#library--commons-logging--xiaozhiliaoo,#library--commons-logging--markt-asf,#library--commons-logging--XenoAmess,#library--commons-logging--PascalSchumacher,#library--commons-logging--britter,#library--commons-logging--chtompki,#library--commons-logging--olamy,#library--commons-logging--dennisl,#library--commons-logging--psteitz,#library--commons-logging--mbenson,#library--commons-logging--rahu1,#library--commons-logging--brettporter,#library--commons-logging--osi,#library--commons-logging--mdiggory,#library--commons-logging--jvanzyl,#library--commons-logging--jstrachan,#library--commons-logging--realityforge,#library--commons-logging--garydgregory,#library--commons-logging--netomi,#library--commons-logging--itstechupnorth,#library--commons-logging--sebbASF,#library--commons-logging--,#library--commons-logging--costinm
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684931506849315,0.011904761904761904,0.013953488372093023,0.019230769230769232,0.031862745098039214,0.16666666666666666
