#library--commons-statistics--sebbASF,#library--commons-statistics--arturobernalg,#library--commons-statistics--garydgregory,#library--commons-statistics--benwtrent,#library--commons-statistics--mmalenic,#library--commons-statistics--XenoAmess,#library--commons-statistics--chtompki,#library--commons-statistics--BBenNguyenn,#library--commons-statistics--aherbert,#library--commons-statistics--
0,0,0,0,0,0,0,0,0.006944444444444444,0.07575757575757576
