#library--commons-configuration--dependabot[bot],#library--commons-configuration--raboof,#library--commons-configuration--robtimus,#library--commons-configuration--sullis,#library--commons-configuration--darkma773r,#library--commons-configuration--arturobernalg,#library--commons-configuration--nhojpatrick,#library--commons-configuration--cigaly,#library--commons-configuration--zaynetro,#library--commons-configuration--XenoAmess,#library--commons-configuration--dpeger,#library--commons-configuration--SethFalco,#library--commons-configuration--obfischer,#library--commons-configuration--chtompki,#library--commons-configuration--oheger,#library--commons-configuration--dandragut,#library--commons-configuration--kevinwang,#library--commons-configuration--lysannef,#library--commons-configuration--aherbert,#library--commons-configuration--PascalSchumacher,#library--commons-configuration--britter,#library--commons-configuration--netomi,#library--commons-configuration--olamy,#library--commons-configuration--psteitz,#library--commons-configuration--mbenson,#library--commons-configuration--rahu1,#library--commons-configuration--brettporter,#library--commons-configuration--dennisl,#library--commons-configuration--itstechupnorth,#library--commons-configuration--mdiggory,#library--commons-configuration--YoavShapira,#library--commons-configuration--garydgregory,#library--commons-configuration--sebbASF,#library--commons-configuration--,#library--commons-configuration--deki,#library--commons-configuration--rgoers,#library--commons-configuration--hgschmie,#library--commons-configuration--joehni,#library--commons-configuration--ebourg,#library--commons-configuration--kinow
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012216404886561954,0.034482758620689655,0.04724716907458024,0.07142857142857142,0.1111111111111111,0.16,0.16666666666666666,0.17982456140350878,0.5
