#library--commons-crypto--dependabot[bot],#library--commons-crypto--jochenw,#library--commons-crypto--arturobernalg,#library--commons-crypto--geoffreyblake,#library--commons-crypto--XenoAmess,#library--commons-crypto--aremily,#library--commons-crypto--adamretter,#library--commons-crypto--ossdev07,#library--commons-crypto--chtompki,#library--commons-crypto--krosenvold,#library--commons-crypto--stain,#library--commons-crypto--garydgregory,#library--commons-crypto--sebbASF,#library--commons-crypto--britter,#library--commons-crypto--,#library--commons-crypto--sundapeng,#library--commons-crypto--salyh,#library--commons-crypto--JkSelf,#library--commons-crypto--winningsix,#library--commons-crypto--colinmjj,#library--commons-crypto--jerrychenhf,#library--commons-crypto--dongche,#library--commons-crypto--dianfu,#library--commons-crypto--kexianda
0,0,0,0,0,0,0,0,0,0,0,0.0035335689045936395,0.05136986301369863,0.2,0.2413793103448276,0.27956989247311825,0.3333333333333333,0.4,0.46153846153846156,0.5454545454545454,0.65,0.8333333333333334,1.5,2.0
