#library--commons-dbcp--dependabot[bot],#library--commons-dbcp--kurtcebe,#library--commons-dbcp--ppkarwasz,#library--commons-dbcp--arturobernalg,#library--commons-dbcp--nhojpatrick,#library--commons-dbcp--efge,#library--commons-dbcp--rmannibucau,#library--commons-dbcp--ebourg,#library--commons-dbcp--72er-de,#library--commons-dbcp--louislatreille,#library--commons-dbcp--kyohei-nakamura,#library--commons-dbcp--yuri1969,#library--commons-dbcp--zhfeng,#library--commons-dbcp--mureinik,#library--commons-dbcp--emopers,#library--commons-dbcp--JacquesLeRoux,#library--commons-dbcp--chtompki,#library--commons-dbcp--struberg,#library--commons-dbcp--kinow,#library--commons-dbcp--PascalSchumacher,#library--commons-dbcp--ejsfreitas,#library--commons-dbcp--garyevesson,#library--commons-dbcp--britter,#library--commons-dbcp--ecki,#library--commons-dbcp--jvz,#library--commons-dbcp--netomi,#library--commons-dbcp--olamy,#library--commons-dbcp--dennisl,#library--commons-dbcp--rahu1,#library--commons-dbcp--brettporter,#library--commons-dbcp--mbenson,#library--commons-dbcp--YoavShapira,#library--commons-dbcp--mdiggory,#library--commons-dbcp--itstechupnorth,#library--commons-dbcp--jvanzyl,#library--commons-dbcp--IJOL,#library--commons-dbcp--sebbASF,#library--commons-dbcp--,#library--commons-dbcp--garydgregory,#library--commons-dbcp--markt-asf,#library--commons-dbcp--psteitz,#library--commons-dbcp--joehni,#library--commons-dbcp--dain,#library--commons-dbcp--reda-alaoui,#library--commons-dbcp--robertPas,#library--commons-dbcp--scadgek
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013215859030837005,0.02551640340218712,0.026359143327841845,0.03317535545023697,0.051351351351351354,0.1,0.18181818181818182,1.0,1.0,1.0
