#library--commons-bcel--dependabot[bot],#library--commons-bcel--KengoTODA,#library--commons-bcel--arturobernalg,#library--commons-bcel--rjatkins,#library--commons-bcel--mernst,#library--commons-bcel--kriegaex,#library--commons-bcel--markro49,#library--commons-bcel--cpoerschke,#library--commons-bcel--mureinik,#library--commons-bcel--AppLoidx,#library--commons-bcel--suztomo,#library--commons-bcel--aherbert,#library--commons-bcel--valery-barysok,#library--commons-bcel--the1derer,#library--commons-bcel--kinow,#library--commons-bcel--PascalSchumacher,#library--commons-bcel--chtompki,#library--commons-bcel--stain,#library--commons-bcel--olamy,#library--commons-bcel--danielrall,#library--commons-bcel--jvanzyl,#library--commons-bcel--rubys,#library--commons-bcel--garydgregory,#library--commons-bcel--britter,#library--commons-bcel--,#library--commons-bcel--chonton,#library--commons-bcel--sebbASF,#library--commons-bcel--markt-asf,#library--commons-bcel--mebigfatguy,#library--commons-bcel--tcurdt,#library--commons-bcel--ebourg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017429193899782137,0.028169014084507043,0.03793103448275862,0.043478260869565216,0.05555555555555555,0.07692307692307693,0.1111111111111111,0.13580246913580246,0.18085106382978725
