#library--mahout--andrewmusselman,#library--mahout--josehernandezsc,#library--mahout--lewismc,#library--mahout--royadityak94,#library--mahout--chrisdutz,#library--mahout--balashashanka,#library--mahout--sergiu-svinarciuc,#library--mahout--dependabot[bot],#library--mahout--ottlinger,#library--mahout--jeffling,#library--mahout--jimmycasey,#library--mahout--startbootstrapdemo,#library--mahout--jackcgai,#library--mahout--tbfly,#library--mahout--mikekap,#library--mahout--kinow,#library--mahout--dustinvanstee,#library--mahout--chu11,#library--mahout--mutekinootoko,#library--mahout--yougoer,#library--mahout--gcapan,#library--mahout--wobu,#library--mahout--rawkintrevo,#library--mahout--andrewpalumbo,#library--mahout--smarthi,#library--mahout--pferrel,#library--mahout--bimargulies,#library--mahout--alexeygrigorev,#library--mahout--sslavic,#library--mahout--dlyubimov,#library--mahout--srowen,#library--mahout--,#library--mahout--asubmissions,#library--mahout--avati,#library--mahout--gsingers,#library--mahout--dweiss,#library--mahout--tdunning,#library--mahout--adeneche,#library--mahout--MaineC,#library--mahout--robinanil,#library--mahout--drewfarris,#library--mahout--jakemannix
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004032258064516129,0.007407407407407408,0.014184397163120567,0.025,0.03125,0.03225806451612903,0.08,0.13333333333333333,0.1400617919670443,0.17620481927710843,0.18067226890756302,0.2,0.20242914979757085,0.2857142857142857,0.2869198312236287,0.34285714285714286,0.40540540540540543,0.42857142857142855,0.4909090909090909,0.5373134328358209
