#library--openjpa--dependabot[bot],#library--openjpa--s4iko,#library--openjpa--jeanouii,#library--openjpa--jbonofre,#library--openjpa--dazey3,#library--openjpa--simesi,#library--openjpa--PoojaChandak,#library--openjpa--nemux,#library--openjpa--cschneider,#library--openjpa--solomax,#library--openjpa--eolivelli,#library--openjpa--struberg,#library--openjpa--rmannibucau,#library--openjpa--ilgrosso,#library--openjpa--papajdo,#library--openjpa--,#library--openjpa--mikedd,#library--openjpa--bmarwell,#library--openjpa--tandraschko
0,0,0,0,0,0,0,0,0,0.047619047619047616,0.05263157894736842,0.058823529411764705,0.0784313725490196,0.08108108108108109,0.18518518518518517,0.18673100120627262,0.25544554455445545,0.3333333333333333,0.75
