#library--cayenne--aperaverzeu,#library--cayenne--dependabot[bot],#library--cayenne--steaked,#library--cayenne--dmitars,#library--cayenne--KeyrisXdSnow,#library--cayenne--HappyFacade,#library--cayenne--lbane,#library--cayenne--hugithordarson,#library--cayenne--jalligator,#library--cayenne--PRIESt512,#library--cayenne--lonvarscsak,#library--cayenne--sarvaratchagan,#library--cayenne--jbuddha,#library--cayenne--IRus,#library--cayenne--seelmann,#library--cayenne--maiksd,#library--cayenne--vintikjeny,#library--cayenne--halset,#library--cayenne--laakhbeenor,#library--cayenne--mrg,#library--cayenne--MegaPapa,#library--cayenne--Ivan-nikitko,#library--cayenne--stariy95,#library--cayenne--atomashpolskiy,#library--cayenne--andrus,#library--cayenne--aarrsseni,#library--cayenne--KravchenkoAS,#library--cayenne--thinline72,#library--cayenne--dzmitryk,#library--cayenne--faizel,#library--cayenne--ari,#library--cayenne--johnthuss,#library--cayenne--,#library--cayenne--OlegKhodokevich,#library--cayenne--emecas,#library--cayenne--aplgithub,#library--cayenne--AlexKolonitsky,#library--cayenne--nismooooooo,#library--cayenne--const1993,#library--cayenne--AlexandrShestak,#library--cayenne--ollybondareva
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0.05,0.07103825136612021,0.1,0.10387131952017448,0.14042553191489363,0.18181818181818182,0.19375,0.19463087248322147,0.2,0.21311475409836064,0.22666666666666666,0.2395693135935397,0.25,0.25,0.25,0.2631578947368421,0.2682926829268293,0.28888888888888886,0.3333333333333333,0.4
