#library--commons-email--garydgregory,#library--commons-email--sebbASF,#library--commons-email--dependabot[bot],#library--commons-email--XenoAmess,#library--commons-email--sgoeschl,#library--commons-email--gitmotte,#library--commons-email--jochenw,#library--commons-email--PascalSchumacher,#library--commons-email--chtompki,#library--commons-email--bodewig,#library--commons-email--kinow,#library--commons-email--britter,#library--commons-email--olamy,#library--commons-email--dennisl,#library--commons-email--psteitz,#library--commons-email--rahu1,#library--commons-email--itstechupnorth,#library--commons-email--osi,#library--commons-email--dims,#library--commons-email--matzew,#library--commons-email--mdiggory,#library--commons-email--netomi,#library--commons-email--,#library--commons-email--hgschmie
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03816793893129771,0.053452115812917596,0.15625
