#library--commons-weaver--sebbASF,#library--commons-weaver--garydgregory,#library--commons-weaver--,#library--commons-weaver--radcortez,#library--commons-weaver--PascalSchumacher,#library--commons-weaver--chtompki,#library--commons-weaver--kinow,#library--commons-weaver--mbenson,#library--commons-weaver--struberg
0,0,0,0,0,0,0,0.004319654427645789,0.037037037037037035
