#javaee--deltaspike--kenfinnigan,#javaee--deltaspike--lincolnthree,#javaee--openwebbeans--dblevins,#javaee--openwebbeans--jbergmark,#javaee--openwebbeans--djencks,#javaee--deltaspike--hiddewie,#javaee--deltaspike--DennisRippinger,#javaee--deltaspike--pedroigor,#javaee--openjpa--tandraschko,#javaee--deltaspike--rmannibucau,#javaee--openwebbeans--covener,#javaee--openwebbeans--gpetracek,#javaee--openwebbeans--ArneLimburg,#javaee--openwebbeans--,#javaee--myfaces--cnsgithub,#javaee--openjpa--bmarwell,#javaee--deltaspike--,#javaee--myfaces--matzew,#javaee--openjpa--mikedd,#javaee--openwebbeans--struberg,#javaee--deltaspike--tremes,#javaee--openwebbeans--gerdogdu,#javaee--openwebbeans--rmannibucau,#javaee--deltaspike--chkal,#javaee--deltaspike--danielsoro,#javaee--deltaspike--LightGuard,#javaee--myfaces--struberg,#javaee--myfaces--bohmber,#javaee--myfaces--dennisbyrne,#javaee--deltaspike--ArneLimburg,#javaee--openwebbeans--rsandtner,#javaee--openwebbeans--tandraschko,#javaee--openjpa--,#javaee--deltaspike--sbryzak,#javaee--openjpa--papajdo,#javaee--myfaces--,#javaee--deltaspike--struberg,#javaee--myfaces--gpetracek,#javaee--bval--,#javaee--deltaspike--gpetracek,#javaee--deltaspike--tandraschko,#javaee--deltaspike--hwellmann,#javaee--myfaces--werpu,#javaee--bval--simonetripodi,#javaee--deltaspike--rafabene,#javaee--deltaspike--johnament,#javaee--myfaces--melloware,#javaee--openjpa--ilgrosso,#javaee--openjpa--rmannibucau,#javaee--bval--rmannibucau,#javaee--myfaces--schof,#javaee--myfaces--tandraschko,#javaee--openjpa--struberg,#javaee--openjpa--eolivelli,#javaee--openjpa--solomax,#javaee--bval--mbenson,#javaee--openwebbeans--jeanouii,#javaee--myfaces--pnicolucci,#javaee--geronimo--dblevins,#javaee--geronimo--jgenender,#javaee--geronimo--chirino,#javaee--geronimo--jaceklaskowski,#javaee--geronimo--dain,#javaee--geronimo--djencks,#javaee--geronimo--dims,#javaee--geronimo--,#javaee--bval--jeanouii,#javaee--bval--tandraschko,#javaee--bval--struberg,#javaee--bval--mnour,#javaee--bval--gmcdonald,#javaee--bval--matzew,#javaee--deltaspike--hazendaz,#javaee--deltaspike--rzo1,#javaee--deltaspike--vanta,#javaee--deltaspike--beikov,#javaee--deltaspike--skybber,#javaee--deltaspike--melloware,#javaee--deltaspike--lorenzleutgeb,#javaee--deltaspike--SethFalco,#javaee--deltaspike--Daniel-Dos,#javaee--deltaspike--dengliming,#javaee--deltaspike--JLLeitschuh,#javaee--deltaspike--dependabot[bot],#javaee--deltaspike--j-be,#javaee--deltaspike--jw941,#javaee--deltaspike--elexx,#javaee--deltaspike--seanf,#javaee--deltaspike--Mobe91,#javaee--deltaspike--manovotn,#javaee--deltaspike--ottlinger,#javaee--deltaspike--anthonyvdotbe,#javaee--deltaspike--famod,#javaee--deltaspike--subaochen,#javaee--deltaspike--oscerd,#javaee--deltaspike--kalgon,#javaee--deltaspike--OndroMih,#javaee--deltaspike--ivanjunckes,#javaee--deltaspike--jharting,#javaee--deltaspike--jakobk,#javaee--deltaspike--rsmeral,#javaee--deltaspike--bafco,#javaee--deltaspike--The-Alchemist,#javaee--deltaspike--michellemurray,#javaee--deltaspike--antoinesd,#javaee--deltaspike--mbenson,#javaee--deltaspike--codylerum,#javaee--deltaspike--gnodet,#javaee--deltaspike--rdebusscher,#javaee--deltaspike--bdaw,#javaee--deltaspike--matzew,#javaee--deltaspike--lukaszlenart,#javaee--deltaspike--mbogoevici,#javaee--geronimo--jgawor,#javaee--geronimo--jaydm,#javaee--geronimo--bsnyder,#javaee--geronimo--ebcraig,#javaee--geronimo--gnodet,#javaee--geronimo--RoUS,#javaee--geronimo--jstrachan,#javaee--geronimo--jvanzyl,#javaee--geronimo--gstein,#javaee--myfaces--volosied,#javaee--myfaces--KyleAure,#javaee--myfaces--cristof,#javaee--myfaces--dependabot[bot],#javaee--myfaces--milansie,#javaee--myfaces--pzygielo,#javaee--myfaces--lofwyr14,#javaee--myfaces--arturobernalg,#javaee--myfaces--glynn29,#javaee--myfaces--exabrial,#javaee--myfaces--Marinell0,#javaee--myfaces--christophs78,#javaee--myfaces--benkard,#javaee--myfaces--wtlucy,#javaee--myfaces--rmpestano,#javaee--myfaces--gastaldi,#javaee--myfaces--astappiev,#javaee--myfaces--XenoAmess,#javaee--myfaces--deki,#javaee--myfaces--JLLeitschuh,#javaee--myfaces--edewit,#javaee--myfaces--jfmaurel,#javaee--myfaces--ebreijo,#javaee--myfaces--mbenson,#javaee--myfaces--aliok,#javaee--myfaces--ganeshjung,#javaee--openjpa--dependabot[bot],#javaee--openjpa--s4iko,#javaee--openjpa--jeanouii,#javaee--openjpa--jbonofre,#javaee--openjpa--dazey3,#javaee--openjpa--simesi,#javaee--openjpa--PoojaChandak,#javaee--openjpa--nemux,#javaee--openjpa--cschneider,#javaee--openwebbeans--BuZZ-dEE,#javaee--openwebbeans--RealCLanger,#javaee--openwebbeans--melloware,#javaee--openwebbeans--a-rekkusu,#javaee--openwebbeans--vrossellotravelc,#javaee--openwebbeans--philippkunz,#javaee--openwebbeans--fpapon,#javaee--openwebbeans--matzew,#javaee--openwebbeans--gmcdonald,#javaee--openwebbeans--mnour
6.0,4.0,1.2923076923076924,1.1886792452830188,1.1714285714285715,1.0,1.0,1.0,0.75,0.6829268292682927,0.671875,0.6538461538461539,0.5922330097087378,0.4474370112945265,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2606060606060606,0.25544554455445545,0.25296442687747034,0.25,0.25,0.24583333333333332,0.2391304347826087,0.23809523809523808,0.2222222222222222,0.21428571428571427,0.2087912087912088,0.20437956204379562,0.2,0.2,0.1935483870967742,0.18673100120627262,0.18518518518518517,0.18518518518518517,0.1798284531203786,0.1769352290679305,0.16666666666666666,0.16161616161616163,0.1564039408866995,0.1423076923076923,0.13793103448275862,0.12325581395348838,0.10752688172043011,0.0975609756097561,0.09202453987730061,0.09090909090909091,0.08108108108108109,0.0784313725490196,0.078125,0.06153846153846154,0.06086956521739131,0.058823529411764705,0.05263157894736842,0.047619047619047616,0.037953795379537955,0.034482758620689655,0.03125,0.031007751937984496,0.025362318840579712,0.01652892561983471,0.014218009478672985,0.012941176470588235,0.01200750469043152,0.0053475935828877,0.004006868918145392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
