#graphics--xmlgraphics-fop--simonsteiner1984,#graphics--cocoon--SimoneGianni,#graphics--xmlgraphics-fop--spepping,#graphics--xmlgraphics-fop--bdelacretaz,#graphics--xmlgraphics-batik--simonsteiner1984,#graphics--cocoon--jashaj,#graphics--xmlgraphics-fop--vhennebert,#graphics--xmlgraphics-fop--jmaerki,#graphics--xmlgraphics-fop--,#graphics--cocoon--gkossakowski,#graphics--xmlgraphics-batik--cjolif,#graphics--xmlgraphics-batik--,#graphics--cocoon--lgawron,#graphics--cocoon--,#graphics--cocoon--reinhard,#graphics--cocoon--cziegeler,#graphics--cocoon--ilgrosso,#graphics--cocoon--cdamioli,#graphics--cocoon--simonetripodi,#graphics--cocoon--devkat,#graphics--cocoon--rgoers,#graphics--cocoon--swallez,#graphics--cocoon--bdelacretaz,#graphics--cocoon--tcurdt,#graphics--cocoon--stefanom,#graphics--cocoon--pfumagalli,#graphics--cocoon--osi,#graphics--cocoon--rubys,#graphics--xmlgraphics-batik--vhennebert,#graphics--xmlgraphics-batik--jmaerki,#graphics--xmlgraphics-batik--stefanom,#graphics--xmlgraphics-fop--chrisgt,#graphics--xmlgraphics-fop--dirkx
0.21052631578947367,0.10526315789473684,0.09223300970873786,0.09090909090909091,0.08633093525179857,0.08333333333333333,0.0713128038897893,0.05046895935685574,0.027049349576708653,0.021798365122615803,0.0070921985815602835,0.006195786864931847,0.0045871559633027525,0.00307152259763054,0.0014925373134328358,0.001466275659824047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
