#database--cayenne--emecas,#database--cayenne--OlegKhodokevich,#database--cayenne--aplgithub,#database--cayenne--AlexandrShestak,#database--cayenne--nismooooooo,#database--cayenne--ollybondareva,#database--cayenne--const1993
0.00042013864575309853,0.0004901617533786149,0.0011203697220082628,0.002310762551642042,0.006092010363419929,0.008682865345564035,0.00959316574469575
0.25,0.25,0.25,0.3333333333333333,0.2682926829268293,0.4,0.28888888888888886
0.75,0.25,0.25,0.4444444444444444,0.2682926829268293,0.4,0.24444444444444444
